fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,target
-0.742611702874897,-0.9445271925373032,-0.30137047907597186,-0.09572724137567266,-0.0337149167478656,0.8199350319535054,0.7275903710777789,-0.6078362509183168,0.5736814520042778,-0.7470983634810412,-0.30609018217209527,6
0.12935222453941442,-0.3238311714922366,0.009150750725308746,-0.4627786082110787,-0.5904670982822208,0.2347261803365087,-0.23530240477460182,-0.811119072985655,-0.9629710159167069,1.1146065147446258,0.6309764038724389,6
0.5943996524937142,0.466145582565121,-0.04260278757490471,0.6383754922951395,0.045821109185613516,0.9174698405563382,1.286689402217871,1.6336243397712813,-0.4507535266097111,-0.22349386648007238,-0.6809168165899093,5
0.3618759385165643,-1.0009541035414002,0.6819467486280831,0.785196039029302,0.4435012388530088,-0.35048267128048805,-0.6701572067724512,-0.6452830865623033,-0.5147807127730869,0.2419323530763442,1.4743363313125202,7
0.013090367550839975,0.29686484955283,-0.7153987854776791,0.2713241254597334,0.16512514808583217,-0.15541305407482245,0.5412240273644149,0.9114353666373666,-0.8989438297533339,-0.22349386648007238,-1.2431567682166296,6
-0.3938261319091726,-0.041696616471751505,-0.7671523237778926,0.34473439882681467,-0.4115110399318908,-0.35048267128048805,0.2306134545088082,0.21599413324920752,0.31757270735077986,-0.5143852537028332,-1.2431567682166296,5
-0.3938261319091726,-1.339515569565982,1.1477285933300037,0.12450357872557116,0.08558912215235306,0.9174698405563382,0.4480408555077329,0.21599413324920752,-0.0025632234660911118,-0.28167214392462453,-0.30609018217209527,6
-1.3239209878177711,-1.226661747557788,1.0442215167295767,0.785196039029302,-0.4115110399318908,0.2347261803365087,-0.11105817563235913,-0.6452830865623033,0.5096542658409048,0.009219243298136231,0.5372697452679859,6
-0.3938261319091726,0.8611339595938001,-1.2846877067800266,-0.9032402484135659,-0.3120910075150422,-0.6430870970889864,-0.7944014359146938,-0.10497874369914617,-0.8989438297533339,2.452706895969325,-1.1494501096121763,4
0.0712212960451272,0.18401102754463658,-1.1811806301795997,-0.38936833484399747,-0.11325094268134636,-0.5455522884861536,-0.7322793213435725,0.48347153070622834,-0.57880789893646,-1.2707028604820103,-0.7746234751943624,5
0.7687924379765759,0.40971867156102404,1.199482131630217,-0.16913751474275393,-0.17290296213145376,1.2100742663648365,0.7897124856489003,1.6068766000255852,1.2139533136380225,-0.5143852537028332,-0.6809168165899093,5
-0.21943334642630993,-1.226661747557788,0.26791844222637573,-0.4627786082110787,-0.4313950464152606,-0.15541305407482245,-0.29742451934572317,-1.6349494571531793,0.6377086381676537,-0.5725635311473847,2.03657628293924,6
0.013090367550839975,1.002201237104042,-0.7671523237778926,0.05109330535848989,0.08558912215235306,-0.35048267128048805,-0.5459129776302085,1.4463901615513488,1.2779804998013957,0.35828890796544854,-0.39979684077654837,5
1.35010172291945,-0.6059657265127214,1.0959750550297902,0.12450357872557116,-0.4512790528986304,-1.0332263315003176,-0.8565235504858152,0.2694896127405998,-0.6428350850998359,1.2309630696337301,0.8183897210813468,6
-0.742611702874897,1.5664703471450123,-1.3881947833804533,-0.022316968008591388,-0.39162703344852107,-0.838156714294652,-0.7944014359146938,0.10900317426642296,1.0858989413112736,-0.5725635311473847,-0.7746234751943624,5
-0.626349845886322,-0.8316733705291092,0.21616490392616228,-0.38936833484399747,-0.6302351112489604,-0.05787824547198967,-0.5148519203446479,-1.0571982786460357,-0.5147807127730869,0.5910020177436571,0.8183897210813468,8
1.0013161519537257,-1.170234836553691,1.6652639763321375,-0.24254778810983488,-0.21267097509819333,-1.228295948705983,-0.9497067223424972,1.4463901615513488,-0.706862271263209,0.7073585726327615,-0.7746234751943624,5
1.5826254368966,-1.8473577686028546,1.0959750550297902,-0.38936833484399747,5.0764747494781615,-0.9356915228974848,-0.8565235504858152,0.6439579691804052,-0.06659040962946701,0.30011063052089637,0.06873645224571875,5
-0.5682189173920348,0.3250783050548785,-0.45663109397661206,-0.09572724137567266,-0.19278696861482356,-0.05787824547198967,0.4480408555077329,-0.1691733190888288,-0.0025632234660911118,-0.688920086036489,-0.5872101579854545,5
-0.626349845886322,0.945774326099945,-0.7153987854776791,-0.38936833484399747,-0.2325549815815631,-0.35048267128048805,-0.7944014359146938,-0.661331730409709,-0.13061759579284007,-0.688920086036489,-0.30609018217209527,5
1.873280079368037,-1.226661747557788,1.2512356699304306,-0.24254778810983488,-0.17290296213145376,-0.15541305407482245,-0.5459129776302085,0.804444407654582,-1.7953244360405767,1.5800327343010432,-0.5872101579854545,6
-0.6844807743806097,0.353291760556927,-1.3364412450802399,-0.16913751474275393,-0.153018955648084,1.1125394577620038,-0.07999711834679847,-0.6399335386131284,0.7017358243310268,-0.456206976258281,0.2561497694546249,6
-1.2076591308291962,-0.041696616471751505,-0.974166476978746,1.3724782259659518,-0.331975013998412,-0.4480174798833208,-0.4216687484879658,-0.12637693549572684,1.5981164306182696,-0.16531558903552024,1.099509696894706,6
-0.27756427492059765,0.18401102754463658,-0.4048775556763986,-0.3159580614769162,-0.13313494916471422,-0.05787824547198967,1.845788433357963,-0.26546518217338244,0.12549114886065785,-0.688920086036489,-0.8683301337988155,5
0.7687924379765759,0.07115720553644253,0.7854538252285097,-0.09572724137567266,-0.13313494916471422,0.9174698405563382,0.19955239722324755,0.16249865375781525,-0.706862271263209,0.30011063052089637,0.9120963796857999,6
-0.9170044883577592,0.6354263155774121,-0.19786340247554493,-0.3159580614769162,-0.153018955648084,-0.4480174798833208,2.280643235355812,-0.7041281140028111,0.31757270735077986,0.2419323530763442,0.4435630866635328,5
-0.742611702874897,-0.5495388155086244,0.16441136562594882,-0.38936833484399747,-0.0535989232312351,-0.9356915228974848,-0.20424134748904113,-1.7312413202376735,0.12549114886065785,-1.154346305592906,1.380629672708067,6
-0.8588735598634719,0.353291760556927,-0.8706594003783192,-0.6095991549452411,-0.49104706586536995,1.7952831179818334,0.2306134545088082,-0.47944710013895153,0.6377086381676537,0.06739752074268839,-0.6809168165899093,5
0.7687924379765759,-0.8316733705291092,0.7854538252285097,-0.4627786082110787,-0.331975013998412,-1.0332263315003176,-1.0118288369136186,-0.05683281215692875,-1.0269982020800827,0.532823740299105,0.06873645224571875,6
0.5943996524937142,0.7200666820835576,-0.04260278757490471,-0.38936833484399747,0.16512514808583217,-1.0332263315003176,-0.3284855766312838,0.3657814758251534,-0.38672634044633797,-1.3870594153711144,-0.7746234751943624,5
-0.1613024179320227,0.353291760556927,-1.1294270918793865,-0.38936833484399747,0.025937102702243735,-0.35048267128048805,-0.4216687484879658,0.34973283197768823,0.31757270735077986,-0.28167214392462453,-0.39979684077654837,5
-0.742611702874897,0.12758411654053955,-0.7153987854776791,-0.24254778810983488,-0.25243898806493287,-0.05787824547198967,-0.3284855766312838,-0.42595162064755926,0.31757270735077986,-0.3980286988137289,-0.6809168165899093,6
0.18748315303370164,-0.3238311714922366,0.009150750725308746,-0.16913751474275393,-0.650119117732328,-0.15541305407482245,-0.5459129776302085,-0.8218181688838859,-0.834916643589958,0.8237151275218658,0.7246830624768921,5
0.8269233664708631,0.9175608705978966,0.26791844222637573,-0.022316968008591388,0.006053096218873958,0.6248654147478399,1.4109336313601137,0.6439579691804052,-0.13061759579284007,-0.22349386648007238,-0.30609018217209527,5
2.4545893643109116,-0.8881002815332062,1.4582498231312844,0.05109330535848989,-0.09336693619797466,0.9174698405563382,0.6965293137922183,1.4998856410428005,-1.0269982020800827,0.9400716824109694,-0.024970206358734332,6
0.3618759385165643,-0.7188195485209151,1.2512356699304306,0.05109330535848989,-0.7097711371824373,-0.25294786267765523,-0.5769740349157692,-0.9074109360701492,0.061463962697281944,1.4054979019673868,2.7862295517748685,7
-0.742611702874897,0.9175608705978966,-1.0259200152789596,-0.022316968008591388,0.0657051156689833,-0.05787824547198967,-0.7633403786291332,-0.5222434837320535,0.44562707967752885,-0.3398504213691767,0.8183897210813468,6
0.12935222453941442,-0.7188195485209151,0.6819467486280831,2.7672734199404943,-0.7495391501491768,-1.228295948705983,-1.1050120087703006,-0.5543407714269245,-0.19464478195621598,-0.5725635311473847,1.4743363313125202,4
-0.27756427492059765,0.353291760556927,-0.45663109397661206,-0.16913751474275393,-0.2325549815815631,0.1371913717336759,0.2616745117943689,0.42997605121483606,0.7657630104944027,-0.3980286988137289,-0.39979684077654837,5
